date,day_of_week,pair,orb_time_gmt,orb_time_ist,entry_mode,rr_ratio,expected_wr,direction,orb_high,orb_low,orb_range_pips,break_time,entry_time,entry_price,sl_price,tp_price,risk_pips,result,pnl_pips,exit_time,exit_price,exit_reason
2026-06-12,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.39738,1.39665,7.3,2026-06-12 16:30:00,2026-06-12 16:45:00,1.39738,1.39645,1.39971,9.3,WIN,15.3,2026-06-12 20:45:00,1.39891,EOD Close
2026-06-15,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.39889,1.39821,6.8,2026-06-15 16:45:00,2026-06-15 17:00:00,1.39821,1.39909,1.39557,8.8,LOSS,-8.8,2026-06-15 19:45:00,1.39909,SL Hit
2026-06-17,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.33944,1.33878,6.6,2026-06-17 15:15:00,2026-06-17 15:30:00,1.33944,1.33858,1.34202,8.6,LOSS,-8.6,2026-06-17 18:00:00,1.33858,SL Hit
2026-06-18,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.41326,1.41243,8.3,2026-06-18 12:00:00,2026-06-18 13:15:00,1.41243,1.41346,1.41037,10.3,LOSS,-10.3,2026-06-18 15:00:00,1.41346,SL Hit
2026-06-18,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.14655,1.14582,7.3,2026-06-18 11:50:00,2026-06-18 12:00:00,1.14582,1.14675,1.14396,9.3,LOSS,-9.3,2026-06-18 12:10:00,1.14675,SL Hit
2026-06-18,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.33178,1.33155,2.3,2026-06-18 04:00:00,2026-06-18 04:15:00,1.33155,1.33198,1.33069,4.3,WIN,8.6,2026-06-18 05:30:00,1.3306900000000002,TP Hit
2026-06-22,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.41717,1.41673,4.4,2026-06-22 16:15:00,2026-06-22 17:00:00,1.41673,1.41737,1.41481,6.4,WIN,8.4,2026-06-22 23:45:00,1.41589,EOD Close
2026-06-24,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.31581,1.31451,13.0,2026-06-24 15:15:00,2026-06-24 15:45:00,1.31581,1.31431,1.32031,15.0,WIN,6.0,2026-06-24 23:45:00,1.31641,EOD Close
2026-06-25,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.42465,1.42427,3.8,2026-06-25 11:45:00,2026-06-25 12:00:00,1.42427,1.42485,1.42311,5.8,WIN,11.6,2026-06-25 12:30:00,1.4231099999999999,TP Hit
2026-06-25,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.13392,1.13337,5.5,2026-06-25 12:05:00,2026-06-25 12:15:00,1.13392,1.13317,1.13542,7.5,WIN,15.0,2026-06-25 12:30:00,1.13542,TP Hit
2026-06-25,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.31836,1.31788,4.8,2026-06-25 04:15:00,2026-06-25 04:30:00,1.31836,1.31768,1.31972,6.8,LOSS,-6.8,2026-06-25 05:45:00,1.31768,SL Hit
2026-06-26,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.41849,1.41801,4.8,2026-06-26 16:15:00,2026-06-26 19:45:00,1.41849,1.41781,1.42019,6.8,LOSS,-6.8,2026-06-26 19:45:00,1.41781,SL Hit
2026-06-29,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.42144,1.42094,5.0,2026-06-29 16:00:00,2026-06-29 16:15:00,1.42094,1.42164,1.41884,7.0,LOSS,-1.6,2026-06-29 23:45:00,1.4211,EOD Close
2026-07-01,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.32793,1.3268,11.3,2026-07-01 16:00:00,2026-07-01 17:00:00,1.32793,1.3266,1.33192,13.3,LOSS,-0.6,2026-07-01 23:45:00,1.32787,EOD Close
2026-07-02,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.42074,1.42048,2.6,2026-07-02 11:30:00,2026-07-02 12:30:00,1.42074,1.42028,1.42166,4.6,LOSS,-4.6,2026-07-02 12:30:00,1.42028,SL Hit
2026-07-02,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.14147,1.14077,7.0,2026-07-02 11:45:00,2026-07-02 12:30:00,1.14077,1.14167,1.13897,9.0,LOSS,-9.0,2026-07-02 12:30:00,1.14167,SL Hit
2026-07-02,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.32871,1.32817,5.4,2026-07-02 04:00:00,2026-07-02 04:30:00,1.32871,1.32797,1.33019,7.4,WIN,14.8,2026-07-02 06:45:00,1.33019,TP Hit
2026-07-03,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.42067,1.42005,6.2,2026-07-03 18:00:00,2026-07-03 19:15:00,1.42005,1.42087,1.418,8.2,LOSS,-0.7,2026-07-03 20:45:00,1.42012,EOD Close
2026-07-08,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.33758,1.33612,14.6,2026-07-08 15:30:00,2026-07-08 15:45:00,1.33612,1.33778,1.33114,16.6,LOSS,-16.6,2026-07-08 16:30:00,1.33778,SL Hit
2026-07-09,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.4183,1.41788,4.2,2026-07-09 11:45:00,2026-07-09 13:00:00,1.41788,1.4185,1.41664,6.2,WIN,12.4,2026-07-09 15:00:00,1.4166400000000003,TP Hit
2026-07-09,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.1427,1.14221,4.9,2026-07-09 11:50:00,2026-07-09 12:40:00,1.1427,1.14201,1.14408,6.9,WIN,13.8,2026-07-09 14:00:00,1.1440800000000002,TP Hit
2026-07-09,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.33994,1.33956,3.8,2026-07-09 05:00:00,2026-07-09 10:45:00,1.33994,1.33936,1.3411,5.8,LOSS,-5.8,2026-07-09 11:00:00,1.33936,SL Hit
2026-07-10,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.41354,1.41247,10.7,2026-07-10 16:15:00,2026-07-10 16:45:00,1.41247,1.41374,1.40929,12.7,LOSS,-12.7,2026-07-10 17:30:00,1.41374,SL Hit
2026-07-16,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.4037,1.40311,5.9,2026-07-16 12:00:00,2026-07-16 12:45:00,1.40311,1.4039,1.40153,7.9,WIN,15.8,2026-07-16 13:15:00,1.4015300000000004,TP Hit
2026-07-16,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.14663,1.14601,6.2,2026-07-16 11:55:00,2026-07-16 12:10:00,1.14663,1.14581,1.14827,8.2,LOSS,-8.2,2026-07-16 12:30:00,1.14581,SL Hit
2026-07-16,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.35348,1.35308,4.0,2026-07-16 05:00:00,2026-07-16 05:30:00,1.35348,1.35288,1.35468,6.0,LOSS,-6.0,2026-07-16 05:45:00,1.35288,SL Hit
2026-07-17,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.40188,1.40077,11.1,2026-07-17 16:15:00,2026-07-17 16:30:00,1.40077,1.40208,1.3975,13.1,LOSS,-13.1,2026-07-17 19:15:00,1.40208,SL Hit
2026-07-20,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.40661,1.40584,7.7,2026-07-20 16:00:00,2026-07-20 16:30:00,1.40584,1.40681,1.40293,9.7,LOSS,-9.7,2026-07-20 20:00:00,1.40681,SL Hit
2026-07-22,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.33795,1.33726,6.9,2026-07-22 16:00:00,2026-07-22 16:30:00,1.33726,1.33815,1.33459,8.9,LOSS,-2.0,2026-07-22 23:45:00,1.33746,EOD Close
2026-07-23,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.40819,1.40751,6.8,2026-07-23 11:30:00,2026-07-23 11:45:00,1.40819,1.40731,1.40995,8.8,LOSS,-8.8,2026-07-23 12:00:00,1.40731,SL Hit
2026-07-23,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.13988,1.13835,15.3,2026-07-23 12:20:00,2026-07-23 12:25:00,1.13835,1.14008,1.13489,17.3,WIN,7.2,2026-07-23 23:55:00,1.13763,EOD Close
2026-07-23,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.33912,1.33881,3.1,2026-07-23 04:00:00,2026-07-23 04:15:00,1.33912,1.33861,1.34014,5.1,LOSS,-5.1,2026-07-23 04:45:00,1.33861,SL Hit
2026-07-24,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.40823,1.4079,3.3,2026-07-24 16:15:00,2026-07-24 16:30:00,1.4079,1.40843,1.40657,5.3,LOSS,-5.3,2026-07-24 16:30:00,1.40843,SL Hit
2026-07-27,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.41131,1.4108,5.1,2026-07-27 16:00:00,2026-07-27 16:15:00,1.41131,1.4106,1.41344,7.1,WIN,11.9,2026-07-27 23:45:00,1.4125,EOD Close
2026-07-29,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.32932,1.32841,9.1,2026-07-29 16:00:00,2026-07-29 16:15:00,1.32841,1.32952,1.32508,11.1,LOSS,-11.1,2026-07-29 17:00:00,1.32952,SL Hit
2026-07-30,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.40504,1.40434,7.0,2026-07-30 11:30:00,2026-07-30 11:45:00,1.40504,1.40414,1.40684,9.0,LOSS,-9.0,2026-07-30 12:00:00,1.40414,SL Hit
2026-07-30,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.33482,1.33453,2.9,2026-07-30 04:45:00,2026-07-30 05:00:00,1.33453,1.33502,1.33355,4.9,LOSS,-4.9,2026-07-30 05:15:00,1.3350199999999999,SL Hit
2026-07-31,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.4032,1.4024,8.0,2026-07-31 17:15:00,2026-07-31 18:15:00,1.4024,1.4034,1.3999,10.0,WIN,9.8,2026-07-31 20:45:00,1.40142,EOD Close
2026-08-03,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.40448,1.40386,6.2,2026-08-03 17:00:00,2026-08-03 18:30:00,1.40448,1.40366,1.40694,8.2,WIN,2.2,2026-08-03 23:45:00,1.4047,EOD Close
2026-08-05,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.34836,1.34696,14.0,2026-08-05 15:15:00,2026-08-05 17:45:00,1.34696,1.34856,1.34216,16.0,WIN,0.4,2026-08-05 23:45:00,1.34692,EOD Close
2026-08-06,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.39998,1.39944,5.4,2026-08-06 11:30:00,2026-08-06 11:45:00,1.39998,1.39924,1.40146,7.4,LOSS,-7.4,2026-08-06 11:45:00,1.39924,SL Hit
2026-08-06,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.15458,1.15386,7.2,2026-08-06 12:45:00,2026-08-06 12:50:00,1.15386,1.15478,1.15202,9.2,WIN,18.4,2026-08-06 15:35:00,1.1520200000000005,TP Hit
2026-08-06,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34604,1.34581,2.3,2026-08-06 04:00:00,2026-08-06 04:15:00,1.34604,1.34561,1.3469,4.3,LOSS,-4.3,2026-08-06 05:00:00,1.34561,SL Hit
2026-08-07,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.39375,1.39302,7.3,2026-08-07 19:00:00,2026-08-07 19:15:00,1.39375,1.39282,1.39608,9.3,WIN,3.0,2026-08-07 20:45:00,1.39405,EOD Close
2026-08-10,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.39337,1.39285,5.2,2026-08-10 16:15:00,2026-08-10 16:30:00,1.39285,1.39357,1.39069,7.2,LOSS,-7.2,2026-08-10 17:00:00,1.39357,SL Hit
2026-08-12,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.35104,1.35016,8.8,2026-08-12 16:30:00,2026-08-12 16:45:00,1.35016,1.35124,1.34692,10.8,WIN,4.3,2026-08-12 23:45:00,1.34973,EOD Close
2026-08-13,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.39419,1.39393,2.6,2026-08-13 11:45:00,2026-08-13 12:30:00,1.39419,1.39373,1.39511,4.6,WIN,9.2,2026-08-13 12:30:00,1.3951100000000003,TP Hit
2026-08-13,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.15375,1.15351,2.4,2026-08-13 11:50:00,2026-08-13 12:05:00,1.15351,1.15395,1.15263,4.4,WIN,8.8,2026-08-13 12:30:00,1.15263,TP Hit
2026-08-14,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.38766,1.38711,5.5,2026-08-14 17:00:00,2026-08-14 17:15:00,1.38766,1.38691,1.38953,7.5,LOSS,-2.0,2026-08-14 20:45:00,1.38746,EOD Close
2026-08-17,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.38732,1.38674,5.8,2026-08-17 17:15:00,2026-08-17 17:30:00,1.38674,1.38752,1.3844,7.8,LOSS,-7.8,2026-08-17 18:30:00,1.38752,SL Hit
2026-08-19,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.36139,1.36048,9.1,2026-08-19 17:00:00,2026-08-19 18:30:00,1.36048,1.36159,1.35715,11.1,WIN,4.6,2026-08-19 23:45:00,1.36002,EOD Close
2026-08-20,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,LONG,1.3769,1.37632,5.8,2026-08-20 12:00:00,2026-08-20 12:15:00,1.3769,1.37612,1.37846,7.8,WIN,15.6,2026-08-20 12:45:00,1.37846,TP Hit
2026-08-20,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.1696,1.16875,8.5,2026-08-20 11:45:00,2026-08-20 11:50:00,1.16875,1.1698,1.16665,10.5,LOSS,0.0,2026-08-20 23:55:00,1.16875,EOD Close
2026-08-20,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.36148,1.3612,2.8,2026-08-20 04:00:00,2026-08-20 04:15:00,1.36148,1.361,1.36244,4.8,LOSS,-4.8,2026-08-20 04:45:00,1.361,SL Hit
2026-08-21,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,SHORT,1.37691,1.37626,6.5,2026-08-21 17:15:00,2026-08-21 17:45:00,1.37626,1.37711,1.37414,8.5,LOSS,-4.5,2026-08-21 20:45:00,1.37671,EOD Close
2026-08-24,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,LONG,1.38425,1.38351,7.4,2026-08-24 16:15:00,2026-08-24 16:30:00,1.38425,1.38331,1.38707,9.4,LOSS,-1.3,2026-08-24 23:45:00,1.38412,EOD Close
2026-08-26,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,LONG,1.35951,1.35865,8.6,2026-08-26 15:30:00,2026-08-26 15:45:00,1.35951,1.35845,1.36269,10.6,WIN,1.5,2026-08-26 23:45:00,1.35966,EOD Close
2026-08-27,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.38833,1.38756,7.7,2026-08-27 11:30:00,2026-08-27 11:45:00,1.38756,1.38853,1.38562,9.7,WIN,19.4,2026-08-27 13:15:00,1.3856199999999996,TP Hit
2026-08-27,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,SHORT,1.16443,1.16377,6.6,2026-08-27 11:45:00,2026-08-27 11:50:00,1.16377,1.16463,1.16205,8.6,LOSS,-8.6,2026-08-27 13:05:00,1.16463,SL Hit
2026-08-27,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,SHORT,1.35906,1.35871,3.5,2026-08-27 04:30:00,2026-08-27 04:45:00,1.35871,1.35926,1.35761,5.5,LOSS,-5.5,2026-08-27 07:00:00,1.35926,SL Hit
2026-08-28,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.39057,1.38971,8.6,2026-08-28 17:30:00,2026-08-28 17:45:00,1.39057,1.38951,1.39322,10.6,LOSS,-2.1,2026-08-28 20:45:00,1.39036,EOD Close
2026-08-31,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.38637,1.38589,4.8,2026-08-31 17:00:00,2026-08-31 17:15:00,1.38589,1.38657,1.38385,6.8,WIN,6.3,2026-08-31 23:45:00,1.38526,EOD Close
2026-09-02,Wednesday,GBPUSD,15:00,08:30 PM,15min,3.0,61.5,SHORT,1.35105,1.35024,8.1,2026-09-02 15:30:00,2026-09-02 16:00:00,1.35024,1.35125,1.34721,10.1,WIN,19.6,2026-09-02 23:45:00,1.34828,EOD Close
2026-09-03,Thursday,USDCAD,11:15,04:45 PM,15min,2.0,72.7,SHORT,1.38049,1.37978,7.1,2026-09-03 11:45:00,2026-09-03 12:00:00,1.37978,1.38069,1.37796,9.1,LOSS,-9.1,2026-09-03 13:30:00,1.38069,SL Hit
2026-09-03,Thursday,EURUSD,11:30,05:00 PM,5min,2.0,66.7,LONG,1.16116,1.16055,6.1,2026-09-03 11:45:00,2026-09-03 11:50:00,1.16116,1.16035,1.16278,8.1,WIN,16.2,2026-09-03 12:50:00,1.16278,TP Hit
2026-09-03,Thursday,GBPUSD,03:45,09:15 AM,15min,2.0,63.6,LONG,1.34957,1.34934,2.3,2026-09-03 04:30:00,2026-09-03 04:45:00,1.34957,1.34914,1.35043,4.3,LOSS,-4.3,2026-09-03 05:00:00,1.34914,SL Hit
2026-09-04,Friday,USDCAD,16:00,09:30 PM,15min,2.5,63.0,LONG,1.38394,1.38344,5.0,2026-09-04 18:45:00,2026-09-04 19:00:00,1.38394,1.38324,1.38569,7.0,LOSS,-7.0,2026-09-04 19:15:00,1.38324,SL Hit
2026-09-07,Monday,USDCAD,15:45,09:15 PM,15min,3.0,61.5,SHORT,1.38132,1.38106,2.6,2026-09-07 16:45:00,2026-09-07 17:00:00,1.38106,1.38152,1.37968,4.6,LOSS,-4.6,2026-09-07 18:15:00,1.38152,SL Hit
